id	tokens	ner_tags
0	['A', 'cherry', 'is', 'the', 'fruit', 'of', 'many', 'plants', 'of', 'the', 'genus', 'Prunus', ',', 'and', 'is', 'a', 'fleshy', 'drupe', '(', 'stone', 'fruit', ')', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
1	['Commercial', 'cherries', 'are', 'obtained', 'from', 'cultivars', 'of', 'several', 'species', ',', 'such', 'as', 'the', 'sweet', 'Prunus', 'avium', 'and', 'the', 'sour', 'Prunus', 'cerasus', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
2	"['The', 'name', ""'"", 'cherry', ""'"", 'also', 'refers', 'to', 'the', 'cherry', 'tree', 'and', 'its', 'wood', ',', 'and', 'is', 'sometimes', 'applied', 'to', 'almonds', 'and', 'visually', 'similar', 'flowering', 'trees', 'in', 'the', 'genus', 'Prunus', ',', 'as', 'in', '""', 'ornamental', 'cherry', '""', 'or', '""', 'cherry', 'blossom', '.', '""']"	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
3	"['Wild', 'cherry', 'may', 'refer', 'to', 'any', 'of', 'the', 'cherry', 'species', 'growing', 'outside', 'cultivation', ',', 'although', 'Prunus', 'avium', 'is', 'often', 'referred', 'to', 'specifically', 'by', 'the', 'name', '""', 'wild', 'cherry', '""', 'in', 'the', 'British', 'Isles', '.']"	[[3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
4	['Prunus', 'subg', '.']	[[0], [0], [0]]
5	['Cerasus', 'contains', 'species', 'that', 'are', 'typically', 'called', 'cherries', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0]]
6	['They', 'are', 'known', 'as', 'true', 'cherries[1', ']', 'and', 'distinguished', 'by', 'having', 'a', 'single', 'winter', 'bud', 'per', 'axil', ',', 'by', 'having', 'the', 'flowers', 'in', 'small', 'corymbs', 'or', 'umbels', 'of', 'several', 'together', '(', 'occasionally', 'solitary', ',', 'e.g.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
7	['P.', 'serrula', ';', 'some', 'species', 'with', 'short', 'racemes', ',', 'e.g.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
8	['P.', 'maacki', ')', ',', 'and', 'by', 'having', 'smooth', 'fruit', 'with', 'no', 'obvious', 'groove', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
9	['[', '2', ']', 'Examples', 'of', 'true', 'cherries', 'are', ':', '\n', 'Bush', 'cherries', 'are', 'characterized', 'by', 'having', 'three', 'winter', 'buds', 'per', 'axil', '.']	[[0], [1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
