id	tokens	ner_tags
0	['The', 'garden', 'strawberry', '(', 'or', 'simply', 'strawberry', ';', 'Fragaria', '×', 'ananassa)[1', ']', 'is', 'a', 'widely', 'grown', 'hybrid', 'species', 'of', 'the', 'genus', 'Fragaria', ',', 'collectively', 'known', 'as', 'the', 'strawberries', ',', 'which', 'are', 'cultivated', 'worldwide', 'for', 'their', 'fruit', '.']	[[1], [3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
1	['The', 'fruit', 'is', 'widely', 'appreciated', 'for', 'its', 'characteristic', 'aroma', ',', 'bright', 'red', 'color', ',', 'juicy', 'texture', ',', 'and', 'sweetness', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
2	['It', 'is', 'consumed', 'in', 'large', 'quantities', ',', 'either', 'fresh', 'or', 'in', 'such', 'prepared', 'foods', 'as', 'jam', ',', 'juice', ',', 'pies', ',', 'ice', 'cream', ',', 'milkshakes', ',', 'and', 'chocolates', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
3	['Artificial', 'strawberry', 'flavorings', 'and', 'aromas', 'are', 'also', 'widely', 'used', 'in', 'products', 'such', 'as', 'candy', ',', 'soap', ',', 'lip', 'gloss', ',', 'perfume', ',', 'and', 'many', 'others', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
4	['The', 'garden', 'strawberry', 'was', 'first', 'bred', 'in', 'Brittany', ',', 'France', ',', 'in', 'the', '1750s', 'via', 'a', 'cross', 'of', 'Fragaria', 'virginiana', 'from', 'eastern', 'North', 'America', 'and', 'Fragaria', 'chiloensis', ',', 'which', 'was', 'brought', 'from', 'Chile', 'by', 'Amédée', '-', 'François', 'Frézier', 'in', '1714', '.']	[[0], [3], [3], [0], [0], [0], [3], [3], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
5	['[', '2', ']', 'Cultivars', 'of', 'Fragaria', '×', 'ananassa', 'have', 'replaced', ',', 'in', 'commercial', 'production', ',', 'the', 'woodland', 'strawberry', '(', 'Fragaria', 'vesca', ')', ',', 'which', 'was', 'the', 'first', 'strawberry', 'species', 'cultivated', 'in', 'the', 'early', '17th', 'century', '.']	[[0], [1], [1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
6	"['[', '3', ']', '\n', 'From', 'a', 'botanical', 'point', 'of', 'view', ',', 'the', 'strawberry', 'is', 'not', 'a', 'berry', 'but', 'an', 'aggregate', 'accessory', 'fruit', ',', 'meaning', 'that', 'the', 'fleshy', 'part', 'is', 'derived', 'not', 'from', 'the', 'plant', ""'s"", 'ovaries', 'but', 'from', 'the', 'receptacle', 'that', 'holds', 'the', 'ovaries', '.']"	[[0], [1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
7	"['[', '4', ']', 'Each', 'apparent', '""', 'seed', '""', '(', 'achene', ')', 'on', 'the', 'outside', 'of', 'the', 'fruit', 'is', 'actually', 'one', 'of', 'the', 'ovaries', 'of', 'the', 'flower', ',', 'with', 'a', 'seed', 'inside', 'it', '.']"	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
8	['[', '4', ']', '\n', 'In', '2019', ',', 'world', 'production', 'of', 'strawberries', 'was', 'nine', 'million', 'tons', ',', 'led', 'by', 'China', 'with', '40', '%', 'of', 'the', 'total', '.']	[[0], [0], [0], [3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
9	['The', 'first', 'garden', 'strawberry', 'was', 'grown', 'in', 'Brittany', ',', 'France', ',', 'during', 'the', 'late', '18th', 'century', '.']	[[0], [1], [3], [3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
