id	tokens	ner_tags
0	['Kumquats', '(', '/ˈkʌmkwɒt/', 'KUM', '-', 'kwot),[1', ']', 'or', 'cumquats', 'in', 'Australian', 'English', ',', 'are', 'a', 'group', 'of', 'small', ',', 'angiosperm', ',', 'fruit', '-', 'bearing', 'trees', 'in', 'the', 'family', 'Rutaceae', '.']	[[2], [0], [0], [3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
1	['Their', 'taxonomy', 'is', 'disputed', '.']	[[0], [0], [0], [0], [0]]
2	['They', 'were', 'previously', 'classified', 'as', 'forming', 'the', 'now', '-', 'historical', 'genus', 'Fortunella', 'or', 'placed', 'within', 'Citrus', ',', 'sensu', 'lato', '.']	[[1], [3], [1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
3	['Different', 'classifications', 'have', 'alternatively', 'assigned', 'them', 'to', 'anywhere', 'from', 'a', 'single', 'species', ',', 'Citrus', 'japonica', ',', 'to', 'numerous', 'species', 'representing', 'each', 'cultivar', '.']	[[3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
4	['Recent', 'genomic', 'analysis', 'defines', 'three', 'pure', 'species', ',', 'Citrus', 'hindsii', ',', 'C.', 'margarita', 'and', 'C.', 'crassifolia', ',', 'with', 'C.', '×', 'japonica', 'being', 'a', 'hybrid', 'of', 'the', 'last', 'two', '.']	[[0], [0], [0], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
5	['The', 'edible', 'fruit', 'closely', 'resembles', 'the', 'orange', '(', 'Citrus', 'sinensis', ')', 'in', 'color', ',', 'texture', ',', 'and', 'anatomy', ',', 'but', 'is', 'much', 'smaller', ',', 'being', 'approximately', 'the', 'size', 'of', 'a', 'large', 'olive', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
6	['The', 'kumquat', 'is', 'a', 'fairly', 'cold', '-', 'hardy', 'citrus', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
7	"['The', 'English', 'word', 'kumquat', 'is', 'a', 'borrowing', 'of', 'the', 'Cantonese', 'gām', 'gwāt', '(', 'IPA', ':', '[', 'kɐ́m', 'kʷɐ́t̚', ']', ';', 'Chinese', ':', '金橘', ')', ',', 'from', 'gām', '""', 'golden', '""', '+', 'gwāt', '""', 'orange', '""', '.']"	[[0], [0], [1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
8	['[', '2', ']', '\n', 'Kumquat', 'plants', 'have', 'thornless', 'branches', 'and', 'extremely', 'glossy', 'leaves', '.']	[[0], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
9	['They', 'bear', 'dainty', 'white', 'flowers', 'that', 'occur', 'in', 'clusters', 'or', 'individually', 'inside', 'the', 'leaf', 'axils', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
