id	tokens	ner_tags
0	['Dell', 'Inc.', 'is', 'an', 'American', 'technology', 'company', 'that', 'develops', ',', 'sells', ',', 'repairs', ',', 'and', 'supports', 'computers', 'and', 'related', 'products', 'and', 'services', '.']	[[2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
1	['Dell', 'is', 'owned', 'by', 'its', 'parent', 'company', ',', 'Dell', 'Technologies', '.']	[[2], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
2	['Dell', 'sells', 'personal', 'computers', '(', 'PCs', ')', ',', 'servers', ',', 'data', 'storage', 'devices', ',', 'network', 'switches', ',', 'software', ',', 'computer', 'peripherals', ',', 'HDTVs', ',', 'cameras', ',', 'printers', ',', 'and', 'electronics', 'built', 'by', 'other', 'manufacturers', '.']	[[2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
3	['The', 'company', 'is', 'known', 'for', 'how', 'it', 'manages', 'its', 'supply', 'chain', 'and', 'electronic', 'commerce', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
4	['This', 'includes', 'Dell', 'selling', 'directly', 'to', 'customers', 'and', 'delivering', 'PCs', 'that', 'the', 'customer', 'wants', '.']	[[2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
5	['Dell', 'was', 'a', 'pure', 'hardware', 'vendor', 'until', '2009', 'when', 'it', 'acquired', 'Perot', 'Systems', '.']	[[0], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
6	['Dell', 'then', 'entered', 'the', 'market', 'for', 'IT', 'services', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0]]
7	['The', 'company', 'has', 'expanded', 'storage', 'and', 'networking', 'systems', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0]]
8	['In', 'the', 'late', '2000s', ',', 'it', 'began', 'expanding', 'from', 'offering', 'computers', 'only', 'to', 'delivering', 'a', 'range', 'of', 'technology', 'for', 'enterprise', 'customers', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
9	['Dell', 'is', 'a', 'subsidiary', 'of', 'Dell', 'Technologies', ',', 'Inc.', ',', 'a', 'publicly', 'traded', 'company', '(', 'Nasdaq', ':', '\xa0', 'DELL', ')', ',', 'as', 'well', 'as', 'a', 'component', 'of', 'the', 'NASDAQ-100', 'and', 'S&P', '500', '.']	[[2], [2], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
10	['Dell', 'is', 'ranked', '31st', 'on', 'the', 'Fortune', '500', 'list', 'in', '2022', ',', 'up', 'from', '76th', 'in', '2021', '.']	[[2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
11	['It', 'is', 'also', 'the', 'sixth', '-', 'largest', 'company', 'in', 'Texas', 'by', 'total', 'revenue', ',', 'according', 'to', 'Fortune', 'magazine', '.']	[[0], [3], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
12	['It', 'is', 'the', 'second', '-', 'largest', 'non', '-', 'oil', 'company', 'in', 'Texas', '.']	[[0], [3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
13	"['As', 'of', '2024,[update', ']', 'it', 'is', 'the', 'world', ""'s"", 'third', '-', 'largest', 'personal', 'computer', 'vendor', 'by', 'unit', 'sales', ',', 'after', 'Lenovo', 'and', 'HP', '.']"	[[0], [0], [2], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
14	['In', '2015', ',', 'Dell', 'acquired', 'the', 'enterprise', 'technology', 'firm', 'EMC', 'Corporation', '.']	[[0], [2], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
15	['Dell', 'and', 'EMC', 'became', 'divisions', 'of', 'Dell', 'Technologies', '.']	[[2], [2], [0], [0], [0], [0], [0], [0], [0]]
16	['Dell', 'EMC', 'sells', 'data', 'storage', ',', 'information', 'security', ',', 'virtualization', ',', 'analytics', ',', 'and', 'cloud', 'computing', '.']	[[2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
17	"['Michael', 'Dell', 'founded', 'Dell', 'Computer', 'Corporation', ',', 'doing', 'business', 'as', 'PC', ""'s"", 'Limited', 'in', '1984', 'while', 'a', 'student', 'at', 'the', 'University', 'of', 'Texas', 'at', 'Austin', ',', 'operating', 'from', 'Michael', 'Dell', ""'s"", 'off', '-', 'campus', 'dormitory', 'room', 'at', 'Dobie', 'Center', '.']"	[[1], [2], [2], [0], [2], [3], [1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
18	['The', 'start', '-', 'up', 'aimed', 'to', 'sell', 'IBM', 'PC', 'compatible', 'computers', 'built', 'from', 'stock', 'components', '.']	[[2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
19	"['Michael', 'Dell', 'started', 'trading', 'in', 'the', 'belief', 'that', ',', 'by', 'selling', 'personal', 'computer', 'systems', 'directly', 'to', 'customers', ',', 'PC', ""'s"", 'Limited', 'could', 'better', 'understand', 'customers', ""'"", 'needs', 'and', 'provide', 'the', 'most', 'effective', 'computing', 'solutions', 'to', 'meet', 'those', 'needs', '.']"	[[1], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
