id	tokens	ner_tags
0	['Acer', 'Inc.', '(', '/ˈeɪsər/', ';', 'AY', '-', 'sər', ')', 'is', 'a', 'Taiwanese', 'multinational', 'company', 'that', 'produces', 'computer', 'hardware', 'and', 'electronics', ',', 'headquartered', 'in', 'Xizhi', ',', 'New', 'Taipei', 'City', '.']	[[2], [0], [3], [3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
1	['Its', 'products', 'include', 'desktop', 'PCs', ',', 'laptop', 'PCs', '(', 'clamshells', ',', '2', '-', 'in-1s', ',', 'convertibles', 'and', 'Chromebooks', ')', ',', 'tablets', ',', 'servers', ',', 'storage', 'devices', ',', 'virtual', 'reality', 'devices', ',', 'displays', ',', 'smartphones', 'and', 'peripherals', ',', 'as', 'well', 'as', 'gaming', 'PCs', 'and', 'accessories', 'under', 'its', 'Predator', 'brand', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
2	"['As', 'of', '2024,[update', ']', 'Acer', 'is', 'the', 'world', ""'s"", 'sixth', '-', 'largest', 'personal', 'computer', 'vendor', 'by', 'unit', 'sales', '.']"	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
3	['In', 'the', 'early', '2000s', ',', 'Acer', 'implemented', 'a', 'new', 'business', 'model', ',', 'shifting', 'from', 'a', 'manufacturer', 'to', 'a', 'designer', ',', 'marketer', ',', 'and', 'distributor', 'of', 'products', ',', 'while', 'performing', 'production', 'processes', 'via', 'contract', 'manufacturers', '.']	[[0], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
4	['Currently', ',', 'in', 'addition', 'to', 'its', 'core', 'IT', 'products', 'business', ',', 'Acer', 'also', 'has', 'a', 'new', 'business', 'entity', 'that', 'focuses', 'on', 'the', 'integration', 'of', 'cloud', 'services', 'and', 'platforms', ',', 'and', 'the', 'development', 'of', 'smartphones', 'and', 'wearable', 'devices', 'with', 'value', '-', 'added', 'IoT', 'applications', '.']	[[2], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
5	['Acer', 'was', 'founded', 'as', 'Multitech', 'in', '1976', 'by', 'Stan', 'Shih', '(', 'Chinese', ':', '施振榮', ')', ',', 'his', 'wife', 'Carolyn', 'Yeh', ',', 'and', 'five', 'others', 'in', 'Hsinchu', 'City', ',', 'Taiwan', '.']	[[2], [3], [0], [1], [0], [1], [0], [3], [3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
6	['The', 'company', 'began', 'with', 'eleven', 'employees', 'and', 'US$', '25,000', 'in', 'capital', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
7	['Initially', ',', 'it', 'was', 'primarily', 'a', 'distributor', 'of', 'electronic', 'parts', 'and', 'a', 'consultant', 'in', 'the', 'use', 'of', 'microprocessor', 'technologies', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
8	['It', 'produced', 'the', 'Micro', '-', 'Professor', 'MPF', '-', 'I', 'training', 'kit', ',', 'then', 'two', 'Apple', 'II', 'clones', '–', 'the', 'Microprofessor', 'II', 'and', 'III', '–', 'before', 'joining', 'the', 'emerging', 'IBM', 'PC', 'compatible', 'market', 'and', 'becoming', 'a', 'significant', 'PC', 'manufacturer', '.']	[[0], [2], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
9	['The', 'company', 'was', 'renamed', 'Acer', 'in', '1987', '.']	[[2], [0], [0], [0], [0], [0], [0], [0]]
