id	tokens	ner_tags
0	['An', 'apple', 'is', 'a', 'round', ',', 'edible', 'fruit', 'produced', 'by', 'an', 'apple', 'tree', '(', 'Malus', 'spp', '.', ',', 'among', 'them', 'the', 'domestic', 'or', 'orchard', 'apple', ';', 'Malus', 'domestica', ')', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
1	['Apple', 'trees', 'are', 'cultivated', 'worldwide', 'and', 'are', 'the', 'most', 'widely', 'grown', 'species', 'in', 'the', 'genus', 'Malus', '.']	[[2], [3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
2	['The', 'tree', 'originated', 'in', 'Central', 'Asia', ',', 'where', 'its', 'wild', 'ancestor', ',', 'Malus', 'sieversii', ',', 'is', 'still', 'found', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
3	['Apples', 'have', 'been', 'grown', 'for', 'thousands', 'of', 'years', 'in', 'Eurasia', 'and', 'were', 'introduced', 'to', 'North', 'America', 'by', 'European', 'colonists', '.']	[[0], [3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
4	['Apples', 'have', 'religious', 'and', 'mythological', 'significance', 'in', 'many', 'cultures', ',', 'including', 'Norse', ',', 'Greek', ',', 'and', 'European', 'Christian', 'tradition', '.']	[[2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
5	['Apples', 'grown', 'from', 'seed', 'tend', 'to', 'be', 'very', 'different', 'from', 'those', 'of', 'their', 'parents', ',', 'and', 'the', 'resultant', 'fruit', 'frequently', 'lacks', 'desired', 'characteristics', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
6	['For', 'commercial', 'purposes', ',', 'including', 'botanical', 'evaluation', ',', 'apple', 'cultivars', 'are', 'propagated', 'by', 'clonal', 'grafting', 'onto', 'rootstocks', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
7	['Apple', 'trees', 'grown', 'without', 'rootstocks', 'tend', 'to', 'be', 'larger', 'and', 'much', 'slower', 'to', 'fruit', 'after', 'planting', '.']	[[2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
8	['Rootstocks', 'are', 'used', 'to', 'control', 'the', 'speed', 'of', 'growth', 'and', 'the', 'size', 'of', 'the', 'resulting', 'tree', ',', 'allowing', 'for', 'easier', 'harvesting', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
9	['There', 'are', 'more', 'than', '7,500', 'cultivars', 'of', 'apples', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0]]
10	['[', '3', ']', 'Different', 'cultivars', 'are', 'bred', 'for', 'various', 'tastes', 'and', 'uses', ',', 'including', 'cooking', ',', 'eating', 'raw', ',', 'and', 'cider', 'or', 'apple', 'juice', 'production', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
11	['Trees', 'and', 'fruit', 'are', 'prone', 'to', 'fungal', ',', 'bacterial', ',', 'and', 'pest', 'problems', ',', 'which', 'can', 'be', 'controlled', 'by', 'a', 'number', 'of', 'organic', 'and', 'non', '-', 'organic', 'means', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
12	"['In', '2010', ',', 'the', 'fruit', ""'s"", 'genome', 'was', 'sequenced', 'as', 'part', 'of', 'research', 'on', 'disease', 'control', 'and', 'selective', 'breeding', 'in', 'apple', 'production', '.']"	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
13	['From', '2014', 'to', '2023', ',', 'there', 'have', 'been', 'an', 'average', 'of', '78', 'million', 'tonnes', 'of', 'apples', 'globally', 'produced', 'per', 'year', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
