id	tokens	ner_tags
0	['Lychee', '(', 'US', ':', '/ˈliːtʃiː/', 'LEE', '-', 'chee', ',', 'UK', ':', '/ˈlaɪtʃiː/', 'LIE', '-', 'chee', ';', 'Litchi', 'chinensis', ';', 'Chinese', ':', '荔枝', ';', 'pinyin', ':', 'lìzhī', ';', 'Jyutping', ':', 'lai6', 'zi1', ';', 'Pe̍h', '-', 'ōe', '-', 'jī', ':', 'nāi', '-', 'chi', ')', 'is', 'a', 'monotypic', 'taxon', 'and', 'the', 'sole', 'member', 'in', 'the', 'genus', 'Litchi', 'in', 'the', 'soapberry', 'family', ',', 'Sapindaceae', '.']	[[3], [2], [3], [3], [0], [1], [3], [3], [1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
1	['It', 'is', 'a', 'tropical', 'tree', 'native', 'to', 'South', 'China', ',', 'Malaysia', ',', 'and', 'northern', 'Vietnam', '.']	[[0], [3], [3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
2	['The', 'tree', 'has', 'been', 'introduced', 'throughout', 'Southeast', 'Asia', 'and', 'South', 'Asia', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
3	['Cultivation', 'in', 'China', 'is', 'documented', 'from', 'the', '11th', 'century', '.']	[[3], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
4	['China', 'is', 'the', 'main', 'producer', 'of', 'lychees', ',', 'followed', 'by', 'Vietnam', ',', 'India', ',', 'other', 'countries', 'in', 'Southeast', 'Asia', ',', 'other', 'countries', 'in', 'the', 'South', 'Asia', ',', 'Madagascar', ',', 'and', 'South', 'Africa', '.']	[[3], [3], [3], [0], [0], [3], [3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
5	['A', 'tall', 'evergreen', 'tree', ',', 'it', 'bears', 'small', 'fleshy', 'sweet', 'fruits', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
6	['The', 'outside', 'of', 'the', 'fruit', 'is', 'a', 'pink', '-', 'red', ',', 'rough', '-', 'textured', 'soft', 'shell', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
7	['Lychee', 'seeds', 'contain', 'methylene', 'cyclopropyl', 'glycine', 'which', 'has', 'caused', 'hypoglycemia', 'associated', 'with', 'outbreaks', 'of', 'encephalopathy', 'in', 'undernourished', 'Indian', 'and', 'Vietnamese', 'children', 'who', 'consumed', 'lychee', 'fruit', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
8	['Litchi', 'chinensis', ' ', 'is', 'the', 'sole', 'member', 'of', 'the', 'genus', 'Litchi', 'in', 'the', 'soapberry', 'family', ',', 'Sapindaceae', '.']	[[3], [3], [1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
9	"['It', 'was', 'described', 'and', 'named', 'by', 'French', 'naturalist', 'Pierre', 'Sonnerat', 'in', 'his', 'account', '""', 'Voyage', 'aux', 'Indes', 'Orientales', 'et', 'à', 'la', 'Chine', ',', 'fait', 'depuis', '1774', ""jusqu'à"", '1781', '""', '(', 'translation', ':', '""', 'Voyage', 'to', 'the', 'East', 'Indies', 'and', 'China', ',', 'made', 'between', '1774', 'and', '1781', '""', ')', ',', 'which', 'was', 'published', 'in', '1782', '.']"	[[0], [1], [3], [0], [2], [3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
